Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,031052,1966,06,03,18.9,1,Y
IDCJAC0011,031052,1966,06,04,19.4,1,Y
IDCJAC0011,031052,1966,06,05,16.7,1,Y
IDCJAC0011,031052,1966,06,06,18.3,1,Y
IDCJAC0011,031052,1966,06,07,17.2,1,Y
IDCJAC0011,031052,1966,06,08,18.3,1,Y
IDCJAC0011,031052,1966,06,09,16.7,1,Y
IDCJAC0011,031052,1966,06,10,18.3,1,Y
IDCJAC0011,031052,1966,06,11,13.9,1,Y
IDCJAC0011,031052,1966,06,12,13.3,1,Y
IDCJAC0011,031052,1966,06,13,12.2,1,Y
IDCJAC0011,031052,1966,06,14,12.2,1,Y
IDCJAC0011,031052,1966,06,15,12.2,1,Y
IDCJAC0011,031052,1966,06,16,13.9,1,Y
IDCJAC0011,031052,1966,06,17,18.3,1,Y
IDCJAC0011,031052,1966,06,18,18.9,1,Y
IDCJAC0011,031052,1966,06,19,18.3,1,Y
IDCJAC0011,031052,1966,06,20,20.0,1,Y
IDCJAC0011,031052,1966,06,21,16.7,1,Y
IDCJAC0011,031052,1966,06,22,18.9,1,Y
IDCJAC0011,031052,1966,06,23,20.6,1,Y
IDCJAC0011,031052,1966,06,24,20.6,1,Y
IDCJAC0011,031052,1966,06,25,20.0,1,Y
IDCJAC0011,031052,1966,06,26,19.4,1,Y
IDCJAC0011,031052,1966,06,27,18.3,1,Y
IDCJAC0011,031052,1966,06,28,18.9,1,Y
IDCJAC0011,031052,1966,06,29,19.4,1,Y
IDCJAC0011,031052,1966,06,30,18.9,1,Y
IDCJAC0011,031052,1966,07,01,,,
IDCJAC0011,031052,1966,07,02,,,
IDCJAC0011,031052,1966,07,03,,,
IDCJAC0011,031052,1966,07,04,,,
IDCJAC0011,031052,1966,07,05,,,
IDCJAC0011,031052,1966,07,06,,,
IDCJAC0011,031052,1966,07,07,,,
IDCJAC0011,031052,1966,07,08,,,
IDCJAC0011,031052,1966,07,09,,,
IDCJAC0011,031052,1966,07,10,,,
IDCJAC0011,031052,1966,07,11,,,
IDCJAC0011,031052,1966,07,12,,,
IDCJAC0011,031052,1966,07,13,,,
IDCJAC0011,031052,1966,07,14,,,
IDCJAC0011,031052,1966,07,15,,,
IDCJAC0011,031052,1966,07,16,,,
IDCJAC0011,031052,1966,07,17,,,
IDCJAC0011,031052,1966,07,18,,,
IDCJAC0011,031052,1966,07,19,,,
IDCJAC0011,031052,1966,07,20,,,
IDCJAC0011,031052,1966,07,21,,,
IDCJAC0011,031052,1966,07,22,,,
IDCJAC0011,031052,1966,07,23,,,
IDCJAC0011,031052,1966,07,24,,,
IDCJAC0011,031052,1966,07,25,,,
IDCJAC0011,031052,1966,07,26,,,
IDCJAC0011,031052,1966,07,27,,,
IDCJAC0011,031052,1966,07,28,,,
IDCJAC0011,031052,1966,07,29,,,
IDCJAC0011,031052,1966,07,30,,,
IDCJAC0011,031052,1966,07,31,,,
IDCJAC0011,031052,1966,08,01,18.9,1,N
IDCJAC0011,031052,1966,08,02,18.9,1,Y
IDCJAC0011,031052,1966,08,03,18.9,1,Y
IDCJAC0011,031052,1966,08,04,17.8,1,Y
IDCJAC0011,031052,1966,08,05,20.0,1,Y
IDCJAC0011,031052,1966,08,06,20.0,1,Y
IDCJAC0011,031052,1966,08,07,18.3,1,Y
IDCJAC0011,031052,1966,08,08,18.9,1,Y
IDCJAC0011,031052,1966,08,09,18.9,1,Y
IDCJAC0011,031052,1966,08,10,19.4,1,Y
IDCJAC0011,031052,1966,08,11,18.3,1,Y
IDCJAC0011,031052,1966,08,12,21.7,1,Y
IDCJAC0011,031052,1966,08,13,19.4,1,Y
IDCJAC0011,031052,1966,08,14,18.9,1,Y
IDCJAC0011,031052,1966,08,15,19.4,1,Y
IDCJAC0011,031052,1966,08,16,19.4,1,Y
IDCJAC0011,031052,1966,08,17,21.7,1,Y
IDCJAC0011,031052,1966,08,18,21.1,1,Y
IDCJAC0011,031052,1966,08,19,20.6,1,Y
IDCJAC0011,031052,1966,08,20,19.4,1,Y
IDCJAC0011,031052,1966,08,21,21.1,1,Y
IDCJAC0011,031052,1966,08,22,21.1,1,Y
IDCJAC0011,031052,1966,08,23,20.0,1,Y
IDCJAC0011,031052,1966,08,24,21.1,1,Y
IDCJAC0011,031052,1966,08,25,17.8,1,Y
IDCJAC0011,031052,1966,08,26,16.1,1,Y
IDCJAC0011,031052,1966,08,27,17.2,1,Y
IDCJAC0011,031052,1966,08,28,15.6,1,Y
IDCJAC0011,031052,1966,08,29,18.9,1,Y
IDCJAC0011,031052,1966,08,30,17.2,1,Y
IDCJAC0011,031052,1966,08,31,17.8,1,Y
IDCJAC0011,031052,1966,09,01,17.8,1,Y
IDCJAC0011,031052,1966,09,02,18.3,1,Y
IDCJAC0011,031052,1966,09,03,17.8,1,Y
IDCJAC0011,031052,1966,09,04,16.1,1,Y
IDCJAC0011,031052,1966,09,05,16.7,1,Y
IDCJAC0011,031052,1966,09,06,18.3,1,Y
IDCJAC0011,031052,1966,09,07,21.7,1,Y
IDCJAC0011,031052,1966,09,08,17.2,1,Y
IDCJAC0011,031052,1966,09,09,17.2,1,Y
IDCJAC0011,031052,1966,09,10,16.7,1,Y
IDCJAC0011,031052,1966,09,11,21.7,1,Y
IDCJAC0011,031052,1966,09,12,17.2,1,Y
IDCJAC0011,031052,1966,09,13,18.3,1,Y
IDCJAC0011,031052,1966,09,14,17.2,1,Y
IDCJAC0011,031052,1966,09,15,17.2,1,Y
IDCJAC0011,031052,1966,09,16,17.8,1,Y
IDCJAC0011,031052,1966,09,17,18.9,1,Y
IDCJAC0011,031052,1966,09,18,19.4,1,Y
IDCJAC0011,031052,1966,09,19,20.6,1,Y
IDCJAC0011,031052,1966,09,20,18.9,1,Y
IDCJAC0011,031052,1966,09,21,18.3,1,Y
IDCJAC0011,031052,1966,09,22,17.8,1,Y
IDCJAC0011,031052,1966,09,23,18.3,1,Y
IDCJAC0011,031052,1966,09,24,19.4,1,Y
IDCJAC0011,031052,1966,09,25,20.0,1,Y
IDCJAC0011,031052,1966,09,26,20.6,1,Y
IDCJAC0011,031052,1966,09,27,20.0,1,Y
IDCJAC0011,031052,1966,09,28,,,
IDCJAC0011,031052,1966,09,29,22.8,1,N
IDCJAC0011,031052,1966,09,30,22.8,1,Y
IDCJAC0011,031052,1966,10,01,21.1,1,Y
IDCJAC0011,031052,1966,10,02,20.0,1,Y
IDCJAC0011,031052,1966,10,03,21.1,1,Y
IDCJAC0011,031052,1966,10,04,21.1,1,Y
IDCJAC0011,031052,1966,10,05,20.0,1,Y
IDCJAC0011,031052,1966,10,06,20.6,1,Y
IDCJAC0011,031052,1966,10,07,19.4,1,Y
IDCJAC0011,031052,1966,10,08,18.9,1,Y
IDCJAC0011,031052,1966,10,09,18.3,1,Y
IDCJAC0011,031052,1966,10,10,20.0,1,Y
IDCJAC0011,031052,1966,10,11,21.7,1,Y
IDCJAC0011,031052,1966,10,12,21.1,1,Y
IDCJAC0011,031052,1966,10,13,20.0,1,Y
IDCJAC0011,031052,1966,10,14,19.4,1,Y
IDCJAC0011,031052,1966,10,15,19.4,1,Y
IDCJAC0011,031052,1966,10,16,20.0,1,Y
IDCJAC0011,031052,1966,10,17,21.7,1,Y
IDCJAC0011,031052,1966,10,18,20.6,1,Y
IDCJAC0011,031052,1966,10,19,21.1,1,Y
IDCJAC0011,031052,1966,10,20,19.4,1,Y
IDCJAC0011,031052,1966,10,21,21.1,1,Y
IDCJAC0011,031052,1966,10,22,21.7,1,Y
IDCJAC0011,031052,1966,10,23,21.7,1,Y
IDCJAC0011,031052,1966,10,24,22.2,1,Y
IDCJAC0011,031052,1966,10,25,20.0,1,Y
IDCJAC0011,031052,1966,10,26,18.9,1,Y
IDCJAC0011,031052,1966,10,27,19.4,1,Y
IDCJAC0011,031052,1966,10,28,20.0,1,Y
IDCJAC0011,031052,1966,10,29,22.8,1,Y
IDCJAC0011,031052,1966,10,30,19.4,1,Y
IDCJAC0011,031052,1966,10,31,21.1,1,Y
IDCJAC0011,031052,1966,11,01,,,
IDCJAC0011,031052,1966,11,02,,,
IDCJAC0011,031052,1966,11,03,,,
IDCJAC0011,031052,1966,11,04,,,
IDCJAC0011,031052,1966,11,05,,,
IDCJAC0011,031052,1966,11,06,,,
IDCJAC0011,031052,1966,11,07,,,
IDCJAC0011,031052,1966,11,08,,,
IDCJAC0011,031052,1966,11,09,,,
IDCJAC0011,031052,1966,11,10,,,
IDCJAC0011,031052,1966,11,11,,,
IDCJAC0011,031052,1966,11,12,,,
IDCJAC0011,031052,1966,11,13,,,
IDCJAC0011,031052,1966,11,14,,,
IDCJAC0011,031052,1966,11,15,,,
IDCJAC0011,031052,1966,11,16,,,
IDCJAC0011,031052,1966,11,17,,,
IDCJAC0011,031052,1966,11,18,,,
IDCJAC0011,031052,1966,11,19,,,
IDCJAC0011,031052,1966,11,20,,,
IDCJAC0011,031052,1966,11,21,,,
IDCJAC0011,031052,1966,11,22,,,
IDCJAC0011,031052,1966,11,23,,,
IDCJAC0011,031052,1966,11,24,,,
IDCJAC0011,031052,1966,11,25,,,
IDCJAC0011,031052,1966,11,26,,,
IDCJAC0011,031052,1966,11,27,,,
IDCJAC0011,031052,1966,11,28,,,
IDCJAC0011,031052,1966,11,29,,,
IDCJAC0011,031052,1966,11,30,,,
IDCJAC0011,031052,1966,12,01,,,
IDCJAC0011,031052,1966,12,02,,,
IDCJAC0011,031052,1966,12,03,,,
IDCJAC0011,031052,1966,12,04,,,
IDCJAC0011,031052,1966,12,05,,,
IDCJAC0011,031052,1966,12,06,,,
IDCJAC0011,031052,1966,12,07,,,
IDCJAC0011,031052,1966,12,08,,,
IDCJAC0011,031052,1966,12,09,,,
IDCJAC0011,031052,1966,12,10,,,
IDCJAC0011,031052,1966,12,11,,,
IDCJAC0011,031052,1966,12,12,,,
IDCJAC0011,031052,1966,12,13,,,
IDCJAC0011,031052,1966,12,14,,,
IDCJAC0011,031052,1966,12,15,,,
IDCJAC0011,031052,1966,12,16,,,
IDCJAC0011,031052,1966,12,17,,,
IDCJAC0011,031052,1966,12,18,,,
IDCJAC0011,031052,1966,12,19,,,
IDCJAC0011,031052,1966,12,20,,,
IDCJAC0011,031052,1966,12,21,,,
IDCJAC0011,031052,1966,12,22,,,
IDCJAC0011,031052,1966,12,23,,,
IDCJAC0011,031052,1966,12,24,,,
IDCJAC0011,031052,1966,12,25,,,
IDCJAC0011,031052,1966,12,26,,,
IDCJAC0011,031052,1966,12,27,,,
IDCJAC0011,031052,1966,12,28,,,
IDCJAC0011,031052,1966,12,29,,,
IDCJAC0011,031052,1966,12,30,,,
IDCJAC0011,031052,1966,12,31,,,
IDCJAC0011,031052,1967,01,01,23.3,1,N
IDCJAC0011,031052,1967,01,02,23.3,1,Y
IDCJAC0011,031052,1967,01,03,25.6,1,Y
IDCJAC0011,031052,1967,01,04,23.9,1,Y
IDCJAC0011,031052,1967,01,05,23.9,1,Y
IDCJAC0011,031052,1967,01,06,23.3,1,Y
IDCJAC0011,031052,1967,01,07,23.3,1,Y
IDCJAC0011,031052,1967,01,08,21.1,1,Y
IDCJAC0011,031052,1967,01,09,21.7,1,Y
IDCJAC0011,031052,1967,01,10,22.8,1,Y
IDCJAC0011,031052,1967,01,11,22.8,1,Y
IDCJAC0011,031052,1967,01,12,22.8,1,Y
IDCJAC0011,031052,1967,01,13,23.3,1,Y
IDCJAC0011,031052,1967,01,14,23.9,1,Y
IDCJAC0011,031052,1967,01,15,23.9,1,Y
IDCJAC0011,031052,1967,01,16,23.9,1,Y
IDCJAC0011,031052,1967,01,17,22.8,1,Y
IDCJAC0011,031052,1967,01,18,23.3,1,Y
IDCJAC0011,031052,1967,01,19,24.4,1,Y
IDCJAC0011,031052,1967,01,20,24.4,1,Y
IDCJAC0011,031052,1967,01,21,22.8,1,Y
IDCJAC0011,031052,1967,01,22,23.3,1,Y
IDCJAC0011,031052,1967,01,23,23.9,1,Y
IDCJAC0011,031052,1967,01,24,23.3,1,Y
IDCJAC0011,031052,1967,01,25,23.9,1,Y
IDCJAC0011,031052,1967,01,26,23.3,1,Y
IDCJAC0011,031052,1967,01,27,23.3,1,Y
IDCJAC0011,031052,1967,01,28,23.3,1,Y
IDCJAC0011,031052,1967,01,29,26.1,1,Y
IDCJAC0011,031052,1967,01,30,25.0,1,Y
IDCJAC0011,031052,1967,01,31,27.2,1,Y
IDCJAC0011,031052,1967,02,01,25.6,1,Y
IDCJAC0011,031052,1967,02,02,25.6,1,Y
IDCJAC0011,031052,1967,02,03,24.4,1,Y
IDCJAC0011,031052,1967,02,04,22.8,1,Y
IDCJAC0011,031052,1967,02,05,22.2,1,Y
IDCJAC0011,031052,1967,02,06,22.2,1,Y
IDCJAC0011,031052,1967,02,07,21.1,1,Y
IDCJAC0011,031052,1967,02,08,22.2,1,Y
IDCJAC0011,031052,1967,02,09,21.1,1,Y
IDCJAC0011,031052,1967,02,10,22.2,1,Y
IDCJAC0011,031052,1967,02,11,22.2,1,Y
IDCJAC0011,031052,1967,02,12,22.2,1,Y
IDCJAC0011,031052,1967,02,13,22.2,1,Y
IDCJAC0011,031052,1967,02,14,22.2,1,Y
IDCJAC0011,031052,1967,02,15,23.3,1,Y
IDCJAC0011,031052,1967,02,16,22.8,1,Y
IDCJAC0011,031052,1967,02,17,24.4,1,Y
IDCJAC0011,031052,1967,02,18,23.3,1,Y
IDCJAC0011,031052,1967,02,19,23.3,1,Y
IDCJAC0011,031052,1967,02,20,22.8,1,Y
IDCJAC0011,031052,1967,02,21,23.9,1,Y
IDCJAC0011,031052,1967,02,22,23.9,1,Y
IDCJAC0011,031052,1967,02,23,23.3,1,Y
IDCJAC0011,031052,1967,02,24,23.9,1,Y
IDCJAC0011,031052,1967,02,25,23.3,1,Y
IDCJAC0011,031052,1967,02,26,23.3,1,Y
IDCJAC0011,031052,1967,02,27,22.2,1,Y
IDCJAC0011,031052,1967,02,28,21.7,1,Y
IDCJAC0011,031052,1967,03,01,21.1,1,Y
IDCJAC0011,031052,1967,03,02,22.8,1,Y
IDCJAC0011,031052,1967,03,03,23.9,1,Y
IDCJAC0011,031052,1967,03,04,23.9,1,Y
IDCJAC0011,031052,1967,03,05,24.4,1,Y
IDCJAC0011,031052,1967,03,06,23.3,1,Y
IDCJAC0011,031052,1967,03,07,23.3,1,Y
IDCJAC0011,031052,1967,03,08,23.9,1,Y
IDCJAC0011,031052,1967,03,09,23.9,1,Y
IDCJAC0011,031052,1967,03,10,23.9,1,Y
IDCJAC0011,031052,1967,03,11,23.9,1,Y
IDCJAC0011,031052,1967,03,12,22.2,1,Y
IDCJAC0011,031052,1967,03,13,23.3,1,Y
IDCJAC0011,031052,1967,03,14,23.3,1,Y
IDCJAC0011,031052,1967,03,15,23.9,1,Y
IDCJAC0011,031052,1967,03,16,22.2,1,Y
IDCJAC0011,031052,1967,03,17,23.3,1,Y
IDCJAC0011,031052,1967,03,18,22.8,1,Y
IDCJAC0011,031052,1967,03,19,23.9,1,Y
IDCJAC0011,031052,1967,03,20,25.0,1,Y
IDCJAC0011,031052,1967,03,21,22.8,1,Y
IDCJAC0011,031052,1967,03,22,21.1,1,Y
IDCJAC0011,031052,1967,03,23,20.0,1,Y
IDCJAC0011,031052,1967,03,24,20.0,1,Y
IDCJAC0011,031052,1967,03,25,22.2,1,Y
IDCJAC0011,031052,1967,03,26,21.1,1,Y
IDCJAC0011,031052,1967,03,27,21.1,1,Y
IDCJAC0011,031052,1967,03,28,21.1,1,Y
IDCJAC0011,031052,1967,03,29,20.6,1,Y
IDCJAC0011,031052,1967,03,30,20.0,1,Y
IDCJAC0011,031052,1967,03,31,20.6,1,Y
IDCJAC0011,031052,1967,04,01,20.6,1,Y
IDCJAC0011,031052,1967,04,02,21.1,1,Y
IDCJAC0011,031052,1967,04,03,20.0,1,Y
IDCJAC0011,031052,1967,04,04,21.1,1,Y
IDCJAC0011,031052,1967,04,05,20.6,1,Y
IDCJAC0011,031052,1967,04,06,20.0,1,Y
IDCJAC0011,031052,1967,04,07,19.4,1,Y
IDCJAC0011,031052,1967,04,08,20.0,1,Y
IDCJAC0011,031052,1967,04,09,19.4,1,Y
IDCJAC0011,031052,1967,04,10,20.0,1,Y
IDCJAC0011,031052,1967,04,11,20.0,1,Y
IDCJAC0011,031052,1967,04,12,19.4,1,Y
IDCJAC0011,031052,1967,04,13,20.6,1,Y
IDCJAC0011,031052,1967,04,14,21.1,1,Y
IDCJAC0011,031052,1967,04,15,20.6,1,Y
IDCJAC0011,031052,1967,04,16,18.3,1,Y
IDCJAC0011,031052,1967,04,17,20.6,1,Y
IDCJAC0011,031052,1967,04,18,20.0,1,Y
IDCJAC0011,031052,1967,04,19,18.9,1,Y
IDCJAC0011,031052,1967,04,20,20.6,1,Y
IDCJAC0011,031052,1967,04,21,19.4,1,Y
IDCJAC0011,031052,1967,04,22,21.7,1,Y
IDCJAC0011,031052,1967,04,23,18.3,1,Y
IDCJAC0011,031052,1967,04,24,22.2,1,Y
IDCJAC0011,031052,1967,04,25,21.1,1,Y
IDCJAC0011,031052,1967,04,26,20.6,1,Y
IDCJAC0011,031052,1967,04,27,21.1,1,Y
IDCJAC0011,031052,1967,04,28,21.7,1,Y
IDCJAC0011,031052,1967,04,29,18.9,1,Y
IDCJAC0011,031052,1967,04,30,20.0,1,Y
IDCJAC0011,031052,1967,05,01,20.0,1,Y
IDCJAC0011,031052,1967,05,02,20.6,1,Y
IDCJAC0011,031052,1967,05,03,20.0,1,Y
IDCJAC0011,031052,1967,05,04,20.6,1,Y
IDCJAC0011,031052,1967,05,05,20.6,1,Y
IDCJAC0011,031052,1967,05,06,20.0,1,Y
IDCJAC0011,031052,1967,05,07,18.9,1,Y
IDCJAC0011,031052,1967,05,08,18.9,1,Y
IDCJAC0011,031052,1967,05,09,18.9,1,Y
IDCJAC0011,031052,1967,05,10,17.8,1,Y
IDCJAC0011,031052,1967,05,11,18.9,1,Y
IDCJAC0011,031052,1967,05,12,20.0,1,Y
IDCJAC0011,031052,1967,05,13,21.1,1,Y
IDCJAC0011,031052,1967,05,14,,,
IDCJAC0011,031052,1967,05,15,,,
IDCJAC0011,031052,1967,05,16,20.0,1,N
IDCJAC0011,031052,1967,05,17,20.0,1,Y
IDCJAC0011,031052,1967,05,18,20.0,1,Y
IDCJAC0011,031052,1967,05,19,20.0,1,Y
IDCJAC0011,031052,1967,05,20,21.1,1,Y
IDCJAC0011,031052,1967,05,21,20.6,1,Y
IDCJAC0011,031052,1967,05,22,19.4,1,Y
IDCJAC0011,031052,1967,05,23,19.4,1,Y
IDCJAC0011,031052,1967,05,24,21.7,1,Y
IDCJAC0011,031052,1967,05,25,14.4,1,Y
IDCJAC0011,031052,1967,05,26,17.8,1,Y
IDCJAC0011,031052,1967,05,27,18.9,1,Y
IDCJAC0011,031052,1967,05,28,18.3,1,Y
IDCJAC0011,031052,1967,05,29,19.4,1,Y
IDCJAC0011,031052,1967,05,30,19.4,1,Y
IDCJAC0011,031052,1967,05,31,18.3,1,Y
IDCJAC0011,031052,1967,06,01,17.8,1,Y
IDCJAC0011,031052,1967,06,02,15.6,1,Y
IDCJAC0011,031052,1967,06,03,21.1,1,Y
IDCJAC0011,031052,1967,06,04,20.0,1,Y
IDCJAC0011,031052,1967,06,05,19.4,1,Y
IDCJAC0011,031052,1967,06,06,20.0,1,Y
IDCJAC0011,031052,1967,06,07,19.4,1,Y
IDCJAC0011,031052,1967,06,08,21.1,1,Y
IDCJAC0011,031052,1967,06,09,20.0,1,Y
IDCJAC0011,031052,1967,06,10,20.0,1,Y
IDCJAC0011,031052,1967,06,11,18.3,1,Y
IDCJAC0011,031052,1967,06,12,18.3,1,Y
IDCJAC0011,031052,1967,06,13,17.8,1,Y
IDCJAC0011,031052,1967,06,14,17.8,1,Y
IDCJAC0011,031052,1967,06,15,17.2,1,Y
IDCJAC0011,031052,1967,06,16,17.8,1,Y
IDCJAC0011,031052,1967,06,17,21.1,1,Y
IDCJAC0011,031052,1967,06,18,19.4,1,Y
IDCJAC0011,031052,1967,06,19,17.8,1,Y
IDCJAC0011,031052,1967,06,20,17.2,1,Y
IDCJAC0011,031052,1967,06,21,18.9,1,Y
IDCJAC0011,031052,1967,06,22,19.4,1,Y
IDCJAC0011,031052,1967,06,23,18.3,1,Y
IDCJAC0011,031052,1967,06,24,16.7,1,Y
IDCJAC0011,031052,1967,06,25,18.9,1,Y
IDCJAC0011,031052,1967,06,26,15.0,1,Y
IDCJAC0011,031052,1967,06,27,11.7,1,Y
IDCJAC0011,031052,1967,06,28,12.2,1,Y
IDCJAC0011,031052,1967,06,29,13.9,1,Y
IDCJAC0011,031052,1967,06,30,12.8,1,Y
IDCJAC0011,031052,1967,07,01,14.4,1,Y
IDCJAC0011,031052,1967,07,02,16.7,1,Y
IDCJAC0011,031052,1967,07,03,16.1,1,Y
IDCJAC0011,031052,1967,07,04,12.8,1,Y
IDCJAC0011,031052,1967,07,05,12.2,1,Y
IDCJAC0011,031052,1967,07,06,11.7,1,Y
IDCJAC0011,031052,1967,07,07,12.8,1,Y
IDCJAC0011,031052,1967,07,08,13.3,1,Y
IDCJAC0011,031052,1967,07,09,16.1,1,Y
IDCJAC0011,031052,1967,07,10,17.2,1,Y
IDCJAC0011,031052,1967,07,11,17.2,1,Y
IDCJAC0011,031052,1967,07,12,17.2,1,Y
IDCJAC0011,031052,1967,07,13,18.9,1,Y
IDCJAC0011,031052,1967,07,14,20.0,1,Y
IDCJAC0011,031052,1967,07,15,18.3,1,Y
IDCJAC0011,031052,1967,07,16,23.9,1,Y
IDCJAC0011,031052,1967,07,17,16.1,1,Y
IDCJAC0011,031052,1967,07,18,20.0,1,Y
IDCJAC0011,031052,1967,07,19,20.6,1,Y
IDCJAC0011,031052,1967,07,20,18.9,1,Y
IDCJAC0011,031052,1967,07,21,18.9,1,Y
IDCJAC0011,031052,1967,07,22,19.4,1,Y
IDCJAC0011,031052,1967,07,23,17.8,1,Y
IDCJAC0011,031052,1967,07,24,17.8,1,Y
IDCJAC0011,031052,1967,07,25,14.4,1,Y
IDCJAC0011,031052,1967,07,26,15.0,1,Y
IDCJAC0011,031052,1967,07,27,15.6,1,Y
IDCJAC0011,031052,1967,07,28,12.8,1,Y
IDCJAC0011,031052,1967,07,29,11.7,1,Y
IDCJAC0011,031052,1967,07,30,13.9,1,Y
IDCJAC0011,031052,1967,07,31,15.0,1,Y
IDCJAC0011,031052,1967,08,01,15.6,1,Y
IDCJAC0011,031052,1967,08,02,18.3,1,Y
IDCJAC0011,031052,1967,08,03,17.2,1,Y
IDCJAC0011,031052,1967,08,04,18.3,1,Y
IDCJAC0011,031052,1967,08,05,20.0,1,Y
IDCJAC0011,031052,1967,08,06,19.4,1,Y
IDCJAC0011,031052,1967,08,07,18.3,1,Y
IDCJAC0011,031052,1967,08,08,17.8,1,Y
IDCJAC0011,031052,1967,08,09,18.3,1,Y
IDCJAC0011,031052,1967,08,10,16.7,1,Y
IDCJAC0011,031052,1967,08,11,17.2,1,Y
IDCJAC0011,031052,1967,08,12,16.7,1,Y
IDCJAC0011,031052,1967,08,13,17.2,1,Y
IDCJAC0011,031052,1967,08,14,18.3,1,Y
IDCJAC0011,031052,1967,08,15,18.9,1,Y
IDCJAC0011,031052,1967,08,16,20.0,1,Y
IDCJAC0011,031052,1967,08,17,19.4,1,Y
IDCJAC0011,031052,1967,08,18,20.6,1,Y
IDCJAC0011,031052,1967,08,19,20.6,1,Y
IDCJAC0011,031052,1967,08,20,17.8,1,Y
IDCJAC0011,031052,1967,08,21,16.7,1,Y
IDCJAC0011,031052,1967,08,22,13.9,1,Y
IDCJAC0011,031052,1967,08,23,13.9,1,Y
IDCJAC0011,031052,1967,08,24,14.4,1,Y
IDCJAC0011,031052,1967,08,25,15.6,1,Y
IDCJAC0011,031052,1967,08,26,16.7,1,Y
IDCJAC0011,031052,1967,08,27,16.1,1,Y
IDCJAC0011,031052,1967,08,28,16.1,1,Y
IDCJAC0011,031052,1967,08,29,16.7,1,Y
IDCJAC0011,031052,1967,08,30,18.9,1,Y
IDCJAC0011,031052,1967,08,31,18.3,1,Y
IDCJAC0011,031052,1967,09,01,15.8,1,Y
IDCJAC0011,031052,1967,09,02,15.0,1,Y
IDCJAC0011,031052,1967,09,03,15.6,1,Y
IDCJAC0011,031052,1967,09,04,18.3,1,Y
IDCJAC0011,031052,1967,09,05,17.2,1,Y
IDCJAC0011,031052,1967,09,06,17.8,1,Y
IDCJAC0011,031052,1967,09,07,18.3,1,Y
IDCJAC0011,031052,1967,09,08,16.1,1,Y
IDCJAC0011,031052,1967,09,09,16.1,1,Y
IDCJAC0011,031052,1967,09,10,16.7,1,Y
IDCJAC0011,031052,1967,09,11,16.1,1,Y
IDCJAC0011,031052,1967,09,12,16.7,1,Y
IDCJAC0011,031052,1967,09,13,16.7,1,Y
IDCJAC0011,031052,1967,09,14,17.8,1,Y
IDCJAC0011,031052,1967,09,15,18.3,1,Y
IDCJAC0011,031052,1967,09,16,16.7,1,Y
IDCJAC0011,031052,1967,09,17,17.2,1,Y
IDCJAC0011,031052,1967,09,18,18.3,1,Y
IDCJAC0011,031052,1967,09,19,17.8,1,Y
IDCJAC0011,031052,1967,09,20,16.7,1,Y
IDCJAC0011,031052,1967,09,21,17.8,1,Y
IDCJAC0011,031052,1967,09,22,16.7,1,Y
IDCJAC0011,031052,1967,09,23,15.6,1,Y
IDCJAC0011,031052,1967,09,24,17.2,1,Y
IDCJAC0011,031052,1967,09,25,17.2,1,Y
IDCJAC0011,031052,1967,09,26,17.8,1,Y
IDCJAC0011,031052,1967,09,27,18.3,1,Y
IDCJAC0011,031052,1967,09,28,18.3,1,Y
IDCJAC0011,031052,1967,09,29,18.3,1,Y
IDCJAC0011,031052,1967,09,30,18.9,1,Y
IDCJAC0011,031052,1967,10,01,18.9,1,Y
IDCJAC0011,031052,1967,10,02,17.8,1,Y
IDCJAC0011,031052,1967,10,03,17.8,1,Y
IDCJAC0011,031052,1967,10,04,21.1,1,Y
IDCJAC0011,031052,1967,10,05,18.3,1,Y
IDCJAC0011,031052,1967,10,06,18.9,1,Y
IDCJAC0011,031052,1967,10,07,21.1,1,Y
IDCJAC0011,031052,1967,10,08,20.6,1,Y
IDCJAC0011,031052,1967,10,09,21.7,1,Y
IDCJAC0011,031052,1967,10,10,18.3,1,Y
IDCJAC0011,031052,1967,10,11,18.9,1,Y
IDCJAC0011,031052,1967,10,12,21.1,1,Y
IDCJAC0011,031052,1967,10,13,22.8,1,Y
IDCJAC0011,031052,1967,10,14,18.9,1,Y
IDCJAC0011,031052,1967,10,15,20.0,1,Y
IDCJAC0011,031052,1967,10,16,20.0,1,Y
IDCJAC0011,031052,1967,10,17,21.1,1,Y
IDCJAC0011,031052,1967,10,18,19.4,1,Y
IDCJAC0011,031052,1967,10,19,20.0,1,Y
IDCJAC0011,031052,1967,10,20,18.3,1,Y
IDCJAC0011,031052,1967,10,21,18.3,1,Y
IDCJAC0011,031052,1967,10,22,20.0,1,Y
IDCJAC0011,031052,1967,10,23,21.7,1,Y
IDCJAC0011,031052,1967,10,24,20.6,1,Y
IDCJAC0011,031052,1967,10,25,20.6,1,Y
IDCJAC0011,031052,1967,10,26,22.2,1,Y
IDCJAC0011,031052,1967,10,27,20.0,1,Y
IDCJAC0011,031052,1967,10,28,21.1,1,Y
IDCJAC0011,031052,1967,10,29,20.0,1,Y
IDCJAC0011,031052,1967,10,30,18.9,1,Y
IDCJAC0011,031052,1967,10,31,20.6,1,Y
IDCJAC0011,031052,1967,11,01,20.0,1,Y
IDCJAC0011,031052,1967,11,02,21.7,1,Y
