Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,095048,2010,05,03,18.9,1,Y
IDCJAC0010,095048,2010,05,04,21.0,1,Y
IDCJAC0010,095048,2010,05,05,15.3,1,Y
IDCJAC0010,095048,2010,05,06,17.2,1,Y
IDCJAC0010,095048,2010,05,07,17.9,1,Y
IDCJAC0010,095048,2010,05,08,16.7,1,Y
IDCJAC0010,095048,2010,05,09,20.7,1,Y
IDCJAC0010,095048,2010,05,10,21.2,1,Y
IDCJAC0010,095048,2010,05,11,12.1,1,Y
IDCJAC0010,095048,2010,05,12,11.1,1,Y
IDCJAC0010,095048,2010,05,13,11.9,1,Y
IDCJAC0010,095048,2010,05,14,15.3,1,Y
IDCJAC0010,095048,2010,05,15,14.8,1,Y
IDCJAC0010,095048,2010,05,16,16.8,1,Y
IDCJAC0010,095048,2010,05,17,13.6,1,Y
IDCJAC0010,095048,2010,05,18,11.7,1,Y
IDCJAC0010,095048,2010,05,19,13.6,1,Y
IDCJAC0010,095048,2010,05,20,13.7,1,Y
IDCJAC0010,095048,2010,05,21,12.1,1,Y
IDCJAC0010,095048,2010,05,22,9.6,1,Y
IDCJAC0010,095048,2010,05,23,10.8,1,Y
IDCJAC0010,095048,2010,05,24,8.4,1,Y
IDCJAC0010,095048,2010,05,25,13.1,1,Y
IDCJAC0010,095048,2010,05,26,10.9,1,Y
IDCJAC0010,095048,2010,05,27,11.5,1,Y
IDCJAC0010,095048,2010,05,28,10.8,1,Y
IDCJAC0010,095048,2010,05,29,14.2,1,Y
IDCJAC0010,095048,2010,05,30,14.4,1,Y
IDCJAC0010,095048,2010,05,31,12.4,1,Y
IDCJAC0010,095048,2010,06,01,15.6,1,Y
IDCJAC0010,095048,2010,06,02,16.2,1,Y
IDCJAC0010,095048,2010,06,03,14.7,1,Y
IDCJAC0010,095048,2010,06,04,12.7,1,Y
IDCJAC0010,095048,2010,06,05,11.2,1,Y
IDCJAC0010,095048,2010,06,06,13.3,1,Y
IDCJAC0010,095048,2010,06,07,12.2,1,Y
IDCJAC0010,095048,2010,06,08,11.5,1,Y
IDCJAC0010,095048,2010,06,09,11.7,1,Y
IDCJAC0010,095048,2010,06,10,12.5,1,Y
IDCJAC0010,095048,2010,06,11,9.9,1,Y
IDCJAC0010,095048,2010,06,12,11.5,1,Y
IDCJAC0010,095048,2010,06,13,14.7,1,Y
IDCJAC0010,095048,2010,06,14,13.4,1,Y
IDCJAC0010,095048,2010,06,15,7.3,1,Y
IDCJAC0010,095048,2010,06,16,9.2,1,Y
IDCJAC0010,095048,2010,06,17,13.3,1,Y
IDCJAC0010,095048,2010,06,18,15.0,1,Y
IDCJAC0010,095048,2010,06,19,11.8,1,Y
IDCJAC0010,095048,2010,06,20,13.5,1,Y
IDCJAC0010,095048,2010,06,21,11.5,1,Y
IDCJAC0010,095048,2010,06,22,13.4,1,Y
IDCJAC0010,095048,2010,06,23,7.6,1,Y
IDCJAC0010,095048,2010,06,24,9.8,1,Y
IDCJAC0010,095048,2010,06,25,14.1,1,Y
IDCJAC0010,095048,2010,06,26,12.0,1,Y
IDCJAC0010,095048,2010,06,27,12.2,1,Y
IDCJAC0010,095048,2010,06,28,11.3,1,Y
IDCJAC0010,095048,2010,06,29,13.5,1,Y
IDCJAC0010,095048,2010,06,30,11.3,1,Y
IDCJAC0010,095048,2010,07,01,11.4,1,Y
IDCJAC0010,095048,2010,07,02,10.1,1,Y
IDCJAC0010,095048,2010,07,03,14.1,1,Y
IDCJAC0010,095048,2010,07,04,13.2,1,Y
IDCJAC0010,095048,2010,07,05,14.9,1,Y
IDCJAC0010,095048,2010,07,06,14.0,1,Y
IDCJAC0010,095048,2010,07,07,12.4,1,Y
IDCJAC0010,095048,2010,07,08,10.5,1,Y
IDCJAC0010,095048,2010,07,09,7.7,1,Y
IDCJAC0010,095048,2010,07,10,14.4,1,Y
IDCJAC0010,095048,2010,07,11,15.0,1,Y
IDCJAC0010,095048,2010,07,12,15.4,1,Y
IDCJAC0010,095048,2010,07,13,15.8,1,Y
IDCJAC0010,095048,2010,07,14,11.2,1,Y
IDCJAC0010,095048,2010,07,15,11.1,1,Y
IDCJAC0010,095048,2010,07,16,14.2,1,Y
IDCJAC0010,095048,2010,07,17,15.9,1,Y
IDCJAC0010,095048,2010,07,18,13.1,1,Y
IDCJAC0010,095048,2010,07,19,11.7,1,Y
IDCJAC0010,095048,2010,07,20,13.1,1,Y
IDCJAC0010,095048,2010,07,21,12.8,1,Y
IDCJAC0010,095048,2010,07,22,16.8,1,Y
IDCJAC0010,095048,2010,07,23,13.5,1,Y
IDCJAC0010,095048,2010,07,24,12.6,1,Y
IDCJAC0010,095048,2010,07,25,13.2,1,Y
IDCJAC0010,095048,2010,07,26,14.3,1,Y
IDCJAC0010,095048,2010,07,27,12.3,1,Y
IDCJAC0010,095048,2010,07,28,11.7,1,Y
IDCJAC0010,095048,2010,07,29,11.4,1,Y
IDCJAC0010,095048,2010,07,30,12.1,1,Y
IDCJAC0010,095048,2010,07,31,14.5,1,Y
IDCJAC0010,095048,2010,08,01,14.4,1,Y
IDCJAC0010,095048,2010,08,02,15.3,1,Y
IDCJAC0010,095048,2010,08,03,14.1,1,Y
IDCJAC0010,095048,2010,08,04,14.5,1,Y
IDCJAC0010,095048,2010,08,05,11.6,1,Y
IDCJAC0010,095048,2010,08,06,11.3,1,Y
IDCJAC0010,095048,2010,08,07,10.5,1,Y
IDCJAC0010,095048,2010,08,08,11.4,1,Y
IDCJAC0010,095048,2010,08,09,15.1,1,Y
IDCJAC0010,095048,2010,08,10,12.9,1,Y
IDCJAC0010,095048,2010,08,11,12.8,1,Y
IDCJAC0010,095048,2010,08,12,14.9,1,Y
IDCJAC0010,095048,2010,08,13,13.2,1,Y
IDCJAC0010,095048,2010,08,14,9.0,1,Y
IDCJAC0010,095048,2010,08,15,15.0,1,Y
IDCJAC0010,095048,2010,08,16,8.5,1,Y
IDCJAC0010,095048,2010,08,17,11.9,1,Y
IDCJAC0010,095048,2010,08,18,6.6,1,Y
IDCJAC0010,095048,2010,08,19,14.3,1,Y
IDCJAC0010,095048,2010,08,20,9.9,1,Y
IDCJAC0010,095048,2010,08,21,12.8,1,Y
IDCJAC0010,095048,2010,08,22,15.4,1,Y
IDCJAC0010,095048,2010,08,23,14.2,1,Y
IDCJAC0010,095048,2010,08,24,14.8,1,Y
IDCJAC0010,095048,2010,08,25,11.2,1,Y
IDCJAC0010,095048,2010,08,26,10.4,1,Y
IDCJAC0010,095048,2010,08,27,11.1,1,Y
IDCJAC0010,095048,2010,08,28,14.7,1,Y
IDCJAC0010,095048,2010,08,29,14.5,1,Y
IDCJAC0010,095048,2010,08,30,16.1,1,Y
IDCJAC0010,095048,2010,08,31,14.8,1,Y
IDCJAC0010,095048,2010,09,01,13.4,1,Y
IDCJAC0010,095048,2010,09,02,14.3,1,Y
IDCJAC0010,095048,2010,09,03,14.0,1,Y
IDCJAC0010,095048,2010,09,04,11.1,1,Y
IDCJAC0010,095048,2010,09,05,13.1,1,Y
IDCJAC0010,095048,2010,09,06,12.7,1,Y
IDCJAC0010,095048,2010,09,07,14.1,1,Y
IDCJAC0010,095048,2010,09,08,15.0,1,Y
IDCJAC0010,095048,2010,09,09,14.4,1,Y
IDCJAC0010,095048,2010,09,10,15.0,1,Y
IDCJAC0010,095048,2010,09,11,15.6,1,Y
IDCJAC0010,095048,2010,09,12,17.6,1,Y
IDCJAC0010,095048,2010,09,13,10.7,1,Y
IDCJAC0010,095048,2010,09,14,13.3,1,Y
IDCJAC0010,095048,2010,09,15,9.5,1,Y
IDCJAC0010,095048,2010,09,16,10.2,1,Y
IDCJAC0010,095048,2010,09,17,11.6,1,Y
IDCJAC0010,095048,2010,09,18,13.0,1,Y
IDCJAC0010,095048,2010,09,19,14.5,1,Y
IDCJAC0010,095048,2010,09,20,16.0,1,Y
IDCJAC0010,095048,2010,09,21,17.1,1,Y
IDCJAC0010,095048,2010,09,22,14.4,1,Y
IDCJAC0010,095048,2010,09,23,15.3,1,Y
IDCJAC0010,095048,2010,09,24,16.1,1,Y
IDCJAC0010,095048,2010,09,25,16.3,1,Y
IDCJAC0010,095048,2010,09,26,16.9,1,Y
IDCJAC0010,095048,2010,09,27,12.3,1,Y
IDCJAC0010,095048,2010,09,28,8.7,1,Y
IDCJAC0010,095048,2010,09,29,10.9,1,Y
IDCJAC0010,095048,2010,09,30,13.5,1,Y
IDCJAC0010,095048,2010,10,01,16.3,1,Y
IDCJAC0010,095048,2010,10,02,18.8,1,Y
IDCJAC0010,095048,2010,10,03,23.7,1,Y
IDCJAC0010,095048,2010,10,04,21.1,1,Y
IDCJAC0010,095048,2010,10,05,17.9,1,Y
IDCJAC0010,095048,2010,10,06,22.1,1,Y
IDCJAC0010,095048,2010,10,07,12.8,1,Y
IDCJAC0010,095048,2010,10,08,13.7,1,Y
IDCJAC0010,095048,2010,10,09,18.1,1,Y
IDCJAC0010,095048,2010,10,10,19.1,1,Y
IDCJAC0010,095048,2010,10,11,21.7,1,Y
IDCJAC0010,095048,2010,10,12,18.1,1,Y
IDCJAC0010,095048,2010,10,13,12.5,1,Y
IDCJAC0010,095048,2010,10,14,18.8,1,Y
IDCJAC0010,095048,2010,10,15,11.0,1,Y
IDCJAC0010,095048,2010,10,16,9.9,1,Y
IDCJAC0010,095048,2010,10,17,15.8,1,Y
IDCJAC0010,095048,2010,10,18,14.2,1,Y
IDCJAC0010,095048,2010,10,19,15.9,1,Y
IDCJAC0010,095048,2010,10,20,18.3,1,Y
IDCJAC0010,095048,2010,10,21,25.0,1,Y
IDCJAC0010,095048,2010,10,22,25.7,1,Y
IDCJAC0010,095048,2010,10,23,15.4,1,Y
IDCJAC0010,095048,2010,10,24,18.6,1,Y
IDCJAC0010,095048,2010,10,25,21.0,1,Y
IDCJAC0010,095048,2010,10,26,18.1,1,Y
IDCJAC0010,095048,2010,10,27,18.7,1,Y
IDCJAC0010,095048,2010,10,28,18.8,1,Y
IDCJAC0010,095048,2010,10,29,23.4,1,Y
IDCJAC0010,095048,2010,10,30,18.7,1,Y
IDCJAC0010,095048,2010,10,31,22.8,1,Y
IDCJAC0010,095048,2010,11,01,15.9,1,Y
IDCJAC0010,095048,2010,11,02,17.8,1,Y
IDCJAC0010,095048,2010,11,03,15.3,1,Y
IDCJAC0010,095048,2010,11,04,16.4,1,Y
IDCJAC0010,095048,2010,11,05,19.3,1,Y
IDCJAC0010,095048,2010,11,06,20.6,1,Y
IDCJAC0010,095048,2010,11,07,18.2,1,Y
IDCJAC0010,095048,2010,11,08,20.3,1,Y
IDCJAC0010,095048,2010,11,09,23.3,1,Y
IDCJAC0010,095048,2010,11,10,22.4,1,Y
IDCJAC0010,095048,2010,11,11,21.6,1,Y
IDCJAC0010,095048,2010,11,12,26.4,1,Y
IDCJAC0010,095048,2010,11,13,19.1,1,Y
IDCJAC0010,095048,2010,11,14,14.8,1,Y
IDCJAC0010,095048,2010,11,15,20.1,1,Y
IDCJAC0010,095048,2010,11,16,19.5,1,Y
IDCJAC0010,095048,2010,11,17,19.1,1,Y
IDCJAC0010,095048,2010,11,18,16.0,1,Y
IDCJAC0010,095048,2010,11,19,18.3,1,Y
IDCJAC0010,095048,2010,11,20,20.4,1,Y
IDCJAC0010,095048,2010,11,21,21.3,1,Y
IDCJAC0010,095048,2010,11,22,26.6,1,Y
IDCJAC0010,095048,2010,11,23,33.2,1,Y
IDCJAC0010,095048,2010,11,24,20.1,1,Y
IDCJAC0010,095048,2010,11,25,25.0,1,Y
IDCJAC0010,095048,2010,11,26,23.8,1,Y
IDCJAC0010,095048,2010,11,27,22.4,1,Y
IDCJAC0010,095048,2010,11,28,18.7,1,Y
IDCJAC0010,095048,2010,11,29,21.4,1,Y
IDCJAC0010,095048,2010,11,30,20.9,1,Y
IDCJAC0010,095048,2010,12,01,23.0,1,Y
IDCJAC0010,095048,2010,12,02,23.7,1,Y
IDCJAC0010,095048,2010,12,03,26.0,1,Y
IDCJAC0010,095048,2010,12,04,27.4,1,Y
IDCJAC0010,095048,2010,12,05,17.7,1,Y
